Ind.ID origin.pop pred.pop BM BN ITCS SICO SP CROA FR GR MAC
BM BM BM 0.388069886287305 0.0848998288553723 0.127783546852744 0.0440421104476421 0.0473043317957089 0.0499713896985888 0.0331234853932674 0.048756680288158 0.176048740381213
BM BM BM 0.467667523094574 0.0730068613515924 0.141374299020227 0.0445571897978274 0.0537092333669989 0.0425177325871964 0.0301841676565055 0.0411429922060824 0.105840000918995
BM BM BM 0.311810652430187 0.071213712140819 0.2337204940644 0.079239290212305 0.100729788135112 0.0461334596290382 0.0392969758918021 0.0426363486037012 0.075219278892636
BM BM BM 0.504929143257986 0.0699156995206539 0.145636386325513 0.0391264229826171 0.0643566988637294 0.042746467927052 0.0264119331904552 0.0501453467728 0.0567319011591943
BM BM BM 0.550511109990458 0.071718367807024 0.0828900220295947 0.0242019108556955 0.0290343339166276 0.041329140956599 0.0206207899439993 0.053277663126684 0.126416661373318
BM BM BM 0.525488642578295 0.0634574036170649 0.0496437153492971 0.0127158724126117 0.0170770033587078 0.0364687790227484 0.0113621397663646 0.213660942817078 0.0701255010778324
BM BM BM 0.570670280726737 0.0686816803347838 0.104745090396995 0.0291300251102665 0.0386766538033215 0.0395492066197409 0.0223905382347034 0.045511590383906 0.0806449343895457
BM BM BM 0.437765310311432 0.0797487258518724 0.0588647457206045 0.0185314207337746 0.0208990737057472 0.0481232062254104 0.0177567875364114 0.129983223293138 0.188327506621609
BM BM BM 0.593548068726903 0.0662057836680971 0.0588604494491694 0.0152824280626358 0.0199632075281621 0.0379706688909442 0.0140138170439805 0.104002554761187 0.0901530218689203
BM BM BM 0.603411283113084 0.066398875010594 0.0635630268046128 0.0165546372478491 0.0217042445823038 0.03806775548081 0.0149771082120761 0.0855620283546373 0.0897610411940323
BM BM BM 0.568948772321376 0.0701778917175251 0.0733852662672876 0.0207294195999084 0.0253265558851069 0.0404297474974924 0.0183027714061086 0.0626336703088062 0.120065904996389
BM BM BM 0.269085162485008 0.0935980941926087 0.16882717562057 0.0629744470451022 0.0646405939827435 0.0567570647868899 0.0430001309867227 0.0534099121047133 0.187707418795642
BM BM BM 0.548893109096884 0.0657750318898087 0.0511159076341477 0.0134175406778221 0.0172732291582848 0.0377528063516249 0.0123956935866655 0.16302568518815 0.0903509964166125
BM BM BM 0.551343785302001 0.0656901091964629 0.0513475920857672 0.0134420196228725 0.0173619429828276 0.0376982401991166 0.0124038911001296 0.161587078471638 0.089125341039185
BM BM BM 0.515815423652785 0.06385804681854 0.0485042288266138 0.012609760758766 0.0166129315716716 0.0366658230861745 0.0113507492929902 0.219447355005483 0.0751356809869758
BM BM BM 0.574552053189377 0.0679785449256695 0.108487852078811 0.0295851560268663 0.0409397223257112 0.039588143803855 0.0223839558730644 0.0466573687327217 0.0698272030439236
BM BM BM 0.491654389525456 0.069919085679292 0.0495383720314948 0.0140723368949525 0.0167257004834218 0.0407892535806625 0.0133988811388721 0.169189579216331 0.134712401449518
BM BM BM 0.289674146413098 0.0703589781007369 0.245851496277202 0.0843378560071454 0.106401149893695 0.0463594784655106 0.0401938388881165 0.0419190467156697 0.0749040092388246
BM BM BM 0.437650554776152 0.0683062171051043 0.0445376145870803 0.0127705732437319 0.0150846167474507 0.0398850882459599 0.0121209506419036 0.238476783217254 0.131167601435363
BM BM BM 0.364493213363524 0.0724885277171994 0.204195745292414 0.0674536844334312 0.0843478061326986 0.0449460239814621 0.0368522081246026 0.0425591046039517 0.0826636863507165
BM BM BM 0.291013732265267 0.0746920947157665 0.219708435020202 0.0771711861423082 0.0864963618731038 0.0470915532989821 0.0408721530951627 0.0406021335810351 0.122352350008173
BM BM BM 0.442059138613274 0.0678822970252738 0.0444701544708431 0.0126735556259032 0.0150409528925262 0.0395511965557014 0.0119975366501208 0.239125132763191 0.127200035403167
BM BM BM 0.48263609253491 0.0743248458188245 0.121061141216136 0.0381622968647433 0.044587710217614 0.0429478403563871 0.028066559345709 0.0422464665143787 0.125967047131298
BM BM ITCS 0.215068148945849 0.0656782923410289 0.290916935833907 0.101348197013099 0.121359582521453 0.0454231106806053 0.0415937467341558 0.0367565274500523 0.0818554584798503
BM BM BM 0.461364173153695 0.0802525935822097 0.0662341236548065 0.0208776731749955 0.0234451915415813 0.048082938575358 0.019567546540854 0.0948729085794948 0.185302851197006
BM BM BM 0.50385079030527 0.0765799667154802 0.083643693683884 0.0258497446144484 0.0294767338661035 0.0446941190267733 0.0223362909731751 0.056647705933013 0.156920954881853
BM BM BM 0.493670549712469 0.0723326253190011 0.129413539679525 0.0398748501453174 0.0485641727393493 0.041850379690509 0.0281658872441193 0.0413874752024439 0.104740520267266
BM BM FR 0.00847941387431457 0.00853087072890087 0.228505848995112 0.14972169598627 0.0312545494225824 0.00853539360350437 0.554270630399766 0.00377409970266236 0.00692749728688736
BM BM BM 0.554372196539047 0.0693138929110689 0.113770096834524 0.0321621507734531 0.0426562535882567 0.0400356243909439 0.0238927873981278 0.0440962073578894 0.0797007902066897
BM BM ITCS 0.248783849620974 0.0686022024728053 0.266470211233785 0.0924317383017494 0.110092824280765 0.0459356490031306 0.0412915418107892 0.038601358088942 0.0877906251870594
BM BM BM 0.618634651415076 0.0655398781437286 0.0688879581397231 0.0175216322169886 0.0239208027572103 0.0376129977517852 0.0154530367741439 0.0763393226550246 0.0760897201463201
BN BN GR 0.20794228556726 0.0479699924502994 0.0285819056015983 0.00839261748430804 0.0103920465797158 0.0299246388021174 0.0072407207220612 0.617067661241289 0.0424881315513511
BN BN GR 0.185628309370234 0.0456311858055956 0.0270695836870656 0.00799946432036707 0.00996274996550553 0.029132798747214 0.00686034002592408 0.651281508103537 0.0364340599745564
BN BN ITCS 0.156679949030394 0.0592867891159742 0.311888673933092 0.122506378297832 0.165727693051312 0.0468418044724865 0.0484469647757333 0.036801632608896 0.0518201147142798
BN BN ITCS 0.0312785769533677 0.0235148261926422 0.523212300616404 0.224492677639879 0.0748857233273767 0.0183198397577613 0.0649589238593714 0.00857147242703593 0.030765659226162
ITCS ITCS SICO 0.0163007688007869 0.012927569057065 0.250024244626689 0.304056221141984 0.0849284958224083 0.0126485063529638 0.302439886535284 0.0067516926728357 0.00992261498998275
ITCS ITCS FR 0.00820791284307162 0.00853398941606115 0.317637694683005 0.174799717406257 0.0354743608461541 0.00822810494532254 0.436481894993626 0.00305970191579413 0.00757662295070874
ITCS ITCS ITCS 0.0170725725521278 0.0143570078231921 0.426257439362916 0.266861014197097 0.059521659534934 0.0124080730171525 0.183862072909767 0.00540652480368655 0.014253635799127
ITCS ITCS FR 0.0124756571352294 0.0111203544828967 0.302132640041217 0.259472835817696 0.0504857477250331 0.0103944690053224 0.340119641525967 0.0048415969170151 0.00895705734962244
ITCS ITCS ITCS 0.0468328043754512 0.0304646887745786 0.325752428159373 0.225613941682373 0.204324977811383 0.0286096706735339 0.0960439610610631 0.0175199408639636 0.0248375865982801
ITCS ITCS ITCS 0.0360724694997872 0.0238927342404998 0.482813311238025 0.266358314887711 0.0750652007457339 0.0190138243554416 0.0584602676527252 0.00945629025256809 0.0288675871275088
ITCS ITCS BM 0.408084460150725 0.0723730411881108 0.182433926847564 0.0538110686364204 0.093711296136449 0.0468445821971071 0.0331103284515253 0.0517126580429899 0.0579186383491085
ITCS ITCS ITCS 0.0252710517993653 0.0175572028988854 0.369516240748213 0.35332190162883 0.0903890412344523 0.0157354398378877 0.105264377841731 0.00800419395595967 0.0149405500546757
ITCS ITCS SICO 0.0208956132612419 0.01532034000852 0.332978785118815 0.359091749301985 0.0881805194486944 0.0141877840706904 0.149809286236002 0.00723996332290027 0.0122959592311505
ITCS ITCS ITCS 0.0125175742776286 0.0120459213621178 0.424953511808275 0.219554168086259 0.0506104944839344 0.0106920944437354 0.252999680591676 0.00416012304713812 0.0124664318992359
ITCS ITCS SICO 0.0218147647511425 0.0157577488820773 0.335524863266327 0.360613678336101 0.0927952247053029 0.0145949241068473 0.138757184627491 0.0074616215533089 0.0126799897714018
ITCS ITCS ITCS 0.0182249059400571 0.014385297065805 0.366678115754434 0.323563692216656 0.0644114807171876 0.0128404849683405 0.181393573199427 0.0062253845518034 0.0122770655862896
ITCS ITCS SICO 0.0176993889257829 0.0135485719758624 0.278695533240642 0.339767323988368 0.0934285090200145 0.0131897123191438 0.226316079459519 0.00691645778666158 0.0104384232840059
ITCS ITCS BM 0.265403588733953 0.0691046084981367 0.259727503299922 0.0903415774112817 0.115330424875106 0.0467368396546962 0.0411317712071759 0.0415468098959027 0.0706768764238261
ITCS ITCS SICO 0.0161520828951385 0.0128508088417897 0.282143250044942 0.322050577347485 0.0752129134188638 0.0123338360569775 0.262806817902044 0.00639938898250192 0.0100503245102571
ITCS ITCS ITCS 0.0243637830930336 0.017436926068981 0.394973924519127 0.337910879708028 0.0751193155927218 0.0151920767161875 0.111869252886974 0.00758298052587534 0.0155508608890723
ITCS ITCS ITCS 0.0143011120724004 0.0122062819997027 0.333249009855507 0.289680047856266 0.0559315489626982 0.0111503104251103 0.268205352484642 0.0052226974191075 0.0100536389245656
ITCS ITCS ITCS 0.0404509479356727 0.0254413809350227 0.471711633104831 0.271339181844277 0.0791389972774418 0.0202503089498341 0.0503975016991728 0.0103672075862655 0.0309028406674825
ITCS ITCS ITCS 0.0237383813120117 0.0175907616508523 0.431586004912007 0.304450920650118 0.0677754538033107 0.014882082618994 0.115688980247441 0.00712938814737049 0.017158026657894
ITCS ITCS SICO 0.0163006252597218 0.0129422912377358 0.28830168895955 0.325770730577266 0.0745823950921495 0.012360700067425 0.253213874110923 0.00638185445246228 0.0101458402427667
ITCS ITCS ITCS 0.029061456660676 0.0215340842146908 0.504244955948739 0.244627583415489 0.0722568061647895 0.017143181604992 0.0768453238526459 0.00797695751369606 0.0263096506242816
ITCS ITCS ITCS 0.0195410185316253 0.0176602949532014 0.51812953627287 0.210517896949346 0.0669783978422279 0.0144622822860288 0.125601547456541 0.00600323284371159 0.0211057928644487
ITCS ITCS ITCS 0.0203167325763255 0.0160343872297578 0.432871715823362 0.285619921374616 0.063898741253397 0.013649698227721 0.145507884539676 0.00624934025606154 0.0158515787190842
ITCS ITCS SICO 0.0182275564201658 0.0138114255865846 0.281348204993063 0.344317848665214 0.0978598819801442 0.0134562655855484 0.213301336100705 0.0070530910280399 0.010624389640536
ITCS ITCS ITCS 0.0562177172879981 0.0310235961403045 0.434377259876255 0.261501602439009 0.10365817063337 0.0247124536087786 0.0350938159819248 0.0136022474046501 0.0398131366277088
ITCS ITCS ITCS 0.0216934125202886 0.0198264459964868 0.550938718883192 0.189031958981905 0.071911798912642 0.015797325229607 0.0989696169969476 0.00657385049462954 0.0252568719843013
ITCS ITCS FR 0.0150748787011903 0.0124182519973295 0.230985194861472 0.262204423665134 0.0701614429191483 0.0121306394251337 0.380824541149713 0.00652547037407227 0.00967515690680759
ITCS ITCS FR 0.0150748787011903 0.0124182519973295 0.230985194861472 0.262204423665134 0.0701614429191483 0.0121306394251337 0.380824541149713 0.00652547037407227 0.00967515690680759
ITCS ITCS FR 0.0115303664333912 0.0105517129170116 0.278342809747838 0.23343071951858 0.0463626148244644 0.0100319323969188 0.396628712482952 0.004690811862696 0.00843031981614898
ITCS ITCS FR 0.0214902728359375 0.0162027452815932 0.215926320625393 0.260024991812657 0.145674803590267 0.0165857838416981 0.302057893971569 0.0095471253178928 0.0124900627229931
ITCS ITCS ITCS 0.0207322333824795 0.0156218424233192 0.373473299205489 0.338145366871694 0.0703048121237808 0.0138562542006997 0.147629693784221 0.006859578433095 0.0133769195752222
SICO SICO ITCS 0.024817180698237 0.0186982288110888 0.47077870007404 0.27039320642959 0.0683634191434965 0.0153908278106803 0.104016161677559 0.00711470944120478 0.0204275659141033
SICO SICO ITCS 0.0127080655319309 0.0114907624831431 0.365653156634432 0.252452268107688 0.0503952763458987 0.0103726331473578 0.282332332550649 0.00437495613784972 0.0102205490610503
SICO SICO ITCS 0.0127080655319309 0.0114907624831431 0.365653156634432 0.252452268107688 0.0503952763458987 0.0103726331473578 0.282332332550649 0.00437495613784972 0.0102205490610503
SICO SICO ITCS 0.0303107648126807 0.0235372661739575 0.53243378514531 0.214412512746078 0.0755590083104307 0.0182641627798892 0.0658286369163436 0.00842882572054708 0.0312250373947628
SICO SICO ITCS 0.0229789901778841 0.017424147644925 0.444555377069633 0.288926758298674 0.066592344122849 0.0146359957992627 0.120395096977388 0.00684149619814725 0.0176497937112372
SICO SICO ITCS 0.0434230298811526 0.0268905747945531 0.473513422933838 0.263490714716626 0.0806461211817654 0.0211993313404783 0.0458691241187002 0.0109885194319049 0.0339791616009809
SICO SICO ITCS 0.0297119133261535 0.019922697727791 0.417585469140798 0.326961979260421 0.0810039664799694 0.0169881785043199 0.0802400790889886 0.0085792761802447 0.0190064402913133
SICO SICO ITCS 0.0200386312975062 0.0158723140036938 0.430538519494563 0.28593551314334 0.0635792843070967 0.0135399989595494 0.148691829118339 0.00619221466787999 0.0156116950080321
SICO SICO ITCS 0.0337719920639449 0.0215041194714813 0.417152575629162 0.32248692194328 0.0911996886112185 0.0184005637787227 0.0649134456048738 0.00944673796457093 0.0211239549327457
SICO SICO ITCS 0.0438330993565024 0.0256458253157664 0.38958953954614 0.293677722798349 0.139104276059453 0.0223298142391327 0.048837778272029 0.0121446240374949 0.024837320375133
SICO SICO ITCS 0.0591526890143062 0.0315654507395931 0.41484473918434 0.259740920539752 0.122553427842269 0.025492307731525 0.0341061537723735 0.0142870170546231 0.0382572941212181
SICO SICO ITCS 0.0202104006351271 0.0163548562188277 0.456924910037092 0.263480355069595 0.0641811965410222 0.0137530475981044 0.141716337602381 0.00609107988158698 0.017287816416263
SICO SICO ITCS 0.0371394025869943 0.0227801347974736 0.388325632086851 0.318520624202425 0.122910236054158 0.0200325586032776 0.0584818073316797 0.0105741789944718 0.021235425342668
SICO SICO ITCS 0.0162469020823622 0.0164519026944475 0.531668599691807 0.185062129347629 0.0628583585569591 0.0136669044343212 0.149007054746654 0.00538094388144375 0.0196572045643758
SICO SICO ITCS 0.0436506538971026 0.0265540028737934 0.362392256798973 0.274961684785141 0.17012375866741 0.0240072768680437 0.0613581760504832 0.0135759387282391 0.023376251330814
SICO SICO ITCS 0.0231397027458598 0.0175761173385337 0.449886812426737 0.284523280530422 0.0667313498849295 0.0147104695592443 0.118513362754838 0.00684316660398812 0.0180757381554472
SICO SICO ITCS 0.0544126715178091 0.0315265337950116 0.370530378016262 0.234237467630105 0.182213687649205 0.0277734127832212 0.0542741464150721 0.016497866100711 0.0285338360926035
